SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"Clare Valley",28.1815918,17.866155,2.4224472,0,0,0,3.1588353,51.6290293,
,"Eyre Peninsula",34.9458514,20.8512154,12.0115726,4.6032773,0,0.7460423,15.0720461,87.4839628,
,"Fleurieu Peninsula",74.196455,36.7260872,13.0450679,1.6331978,0,0,3.0149763,128.6157842,
,"Limestone Coast",60.0889141,49.8638832,25.310095,0.7357304,0,1.3323324,5.3469403,140.589169,
,"Murraylands",53.2483217,35.4937021,5.239575,2.6998082,0,0.6465,0,97.327907,
,"Riverland",39.0847322,38.6275403,18.1305884,0,0,0,9.0392734,104.0165674,
,"Yorke Peninsula",71.9147213,26.0324416,8.9714458,6.1262014,0,0,3.1588353,115.0333615,
,"Flinders Ranges and Outback",45.7217677,29.1091003,31.9404659,2.9404602,0,4.6161793,15.8396112,130.1675846,
,"Kangaroo Island",14.66198,2.6385859,2.2390177,0,0,0,0,19.5395836,
,"South Australia",556.6788593,474.6023157,244.5263828,73.7836857,0,13.7201287,40.4627485,1385.3869943,
,"Experience Perth",228.2868623,280.5629176,153.4963343,62.7467616,0,8.3151155,12.7114825,730.2013469,
,"Australia's Golden Outback",50.8682741,42.1590261,91.7957342,4.9360245,0,4.3460819,16.2603877,208.3089819,
,"Australia's North West",42.5634475,17.1937976,38.1508731,6.2195324,0,0.7460423,12.8685956,115.7339761,
,"Australia's South West",305.2924991,125.7465476,44.8552079,8.6585016,0,0,12.0284702,489.3695215,
,"Australia's Coral Coast",99.8700361,51.2203573,22.2320945,7.0049447,0,2.5245403,9.8536193,189.3066533,
,"Western Australia",654.8647805,494.7319762,348.9644791,89.1396247,0,15.93178,36.9746494,1577.750106,
,"Hobart and the South",138.9822815,84.6820728,64.2393063,8.0053941,0,0,2.331964,295.2300622,
,"East Coast",60.2358833,18.6892875,8.1256744,1.8052755,0,0,2.331964,91.1880847,
,"Launceston, Tamar and the North",101.2939702,54.4326385,57.7067214,8.1087084,0,0,2.331964,223.8740025,
,"North West",76.1202232,31.1464277,10.8366934,0.9662135,0,2.8220224,0.7675651,122.1376933,
,"Wilderness West",46.759181,3.8346107,3.6042005,0,0,0,0,54.1979922,
,"Tasmania",225.3803151,171.0848324,126.3732605,18.8855915,0,2.8220224,22.6401718,546.6921495,
,"Darwin",26.8567961,31.3829825,21.832774,3.0467324,0,0,9.8536193,92.0105989,
,"Barkly",1.8908101,1.4852462,2.3833906,0,0,0.9614388,9.8536193,16.574505,
,"Alice Springs",17.7991968,3.9233151,11.2808164,0,0,1.4624337,0.6858324,35.1515944,
,"Kakadu Arnhem",16.3566864,5.67409,8.5475317,0.251258,0,0,6.1480321,36.9775982,
,"Katherine Daly",9.8094689,0.7486168,5.8644248,0.6399079,0,0.5921029,9.8536193,27.5081406,
,"Lasseter",5.3220363,2.6722847,11.5115274,0,0,0,0.6858324,20.1916808,
,"MacDonnell",1.8090441,1.7325727,2.5394295,0,0,0,3.7055872,9.7866335,
,"Northern Territory",69.6601735,44.1477511,58.8453363,3.9378983,0,3.0159754,13.253329,184.1952598,
,"Canberra",113.0255894,184.1297285,148.9622884,35.4968926,0,4.9281836,0,486.5426825,
,"ACT",113.0255894,184.1297285,148.9622884,35.4968926,0,4.9281836,0,486.5426825,
"March quarter 2005","Sydney",612.1397755,737.9671516,505.1498401,113.4204007,0,0,0,1960.0338817,
,"Blue Mountains",85.84039,40.6113398,16.3309393,0,0,0,0,142.7826691,
,"Capital Country",72.1733947,97.7933344,17.7889538,3.3136513,0,8.9874931,0,200.0568273,
,"Central Coast",222.1877907,149.4998477,27.5257779,18.4774334,0,0,3.0601863,420.751036,
,"Central NSW",175.2526038,201.9206832,72.7518492,43.2937057,0,15.5117571,0,500.2024766,
,"Hunter",423.8494901,263.1231543,28.7389685,22.4685963,0,5.7323328,3.0601863,745.7039136,
,"New England North West",151.2240145,93.2984043,42.6147529,9.0769147,0,18.6679866,0,313.3805691,
,"North Coast NSW",687.781574,439.1610437,60.9004013,14.0322327,0,21.1650287,4.3613405,1208.3505439,
,"Outback NSW",19.8778046,23.9225444,11.5810017,3.5694991,0,1.4458048,0,60.3966546,
,"Riverina",56.0367198,99.6205025,32.3858048,11.3438379,0,5.6787577,0,200.777622,
,"Snowy Mountains",119.3432732,23.2257853,19.7606308,1.7711191,0,0,0,164.1008084,
,"South Coast",790.7351067,301.8841313,56.7157746,12.8009715,0,3.0821442,3.0601863,1164.4681041,
,"The Murray",176.2928071,104.5170405,52.238919,6.0156686,0,10.3197397,0,347.6811046,
,"New South Wales",3380.0222872,2433.1603773,912.4360086,240.2722064,0,75.5379449,45.4777306,6942.0925267,
,"Melbourne",455.7335766,680.9213949,338.4379882,94.254405,0,0.8846222,0,1569.2060729,
,"Ballarat",57.3781039,46.5789597,16.4898007,4.705052,0,0.4350669,0,125.5869832,
,"Bendigo Loddon",62.1106406,97.4880062,19.6698771,15.3916192,0,1.5572652,0,196.2174083,
,"Central Highlands",84.4697239,7.1501236,9.0823697,5.4370685,0,0.5490376,0,106.6883233,
,"Central Murray",181.3190349,72.766233,7.5422626,3.4759081,0,0,0,265.1034386,
,"Geelong and the Bellarine",154.693596,128.2389228,6.9565315,9.9982462,0,3.3315174,0,303.2188139,
,"Gippsland",213.9686895,129.8642472,13.9307889,14.4604606,0,0,0,372.2241862,
,"Goulburn",20.1567606,58.2771082,11.6301303,4.3805349,0,0,0,94.444534,
,"Great Ocean Road",469.7922316,153.5704823,25.3599332,11.5831226,0,1.5572652,0,660.9280951,
,"High Country",207.6989906,63.0455768,23.6099947,11.1283912,0,6.5228556,0,309.9568325,
,"Lakes",140.718956,42.6779793,0,0,0,5.327029,0,187.3117801,
,"Macedon",24.9247012,31.2092955,4.8546685,0,0,0,0,60.9886652,
,"Mallee",75.9480323,61.1066672,15.1638356,1.4455326,0,2.4148539,0,156.0789216,
,"Melbourne East",46.316405,45.9636347,0.8678203,1.8681187,0,0,0,95.0159787,
,"Murray East",13.5863529,23.6994144,10.2758841,1.8698796,0,0,0,49.431531,
,"Peninsula",213.3020414,144.5270278,14.8466865,0,0,0,0,372.6757557,
,"Phillip Island",233.6133827,60.7127334,6.2979543,4.2554952,0,0,0,304.8795656,
,"Spa Country",43.8032135,10.9049716,8.2114076,1.0315355,0,0,0,63.9511282,
,"Upper Yarra",47.1972257,21.6973448,3.641241,3.7570364,0,0,0,76.2928479,
,"Western Grampians",25.4848718,26.6936305,21.2026114,0,0,0.8654079,0,74.2465216,
,"Wimmera",5.9569366,11.5891854,4.212663,1.189833,0,0,0,22.948618,
,"Victoria",2591.1418493,1784.1689488,547.8859566,184.8422281,0,20.6672907,10.3867652,5085.0773642,
,"Brisbane",386.1124129,518.6795254,173.2181414,65.7144563,0,6.8271457,4.7785693,1150.6987969,
,"Bundaberg",33.9748666,25.5166744,32.3289442,0.9443102,0,0,0,92.7647954,
,"Central Queensland",112.3870096,116.116305,82.1703388,0,0,12.730304,3.0601863,321.4828887,
,"Darling Downs",77.6417633,174.1303402,44.2433408,14.0594424,0,14.9788793,0,321.396482,
,"Fraser Coast",75.6323938,27.17419,20.7405654,0,0,0,3.0601863,126.6073355,
,"Gold Coast",555.9160531,341.6612688,74.0852447,28.4318203,0,0,0,995.5627437,
,"Mackay",35.8988815,57.5746158,20.5383256,0,0,9.5372165,3.0601863,126.6092257,
,"Northern",46.9623582,54.6167331,41.5813483,21.8210864,0,0.5490376,3.0601863,168.5907499,
,"Outback",18.6679567,35.1327864,20.1782982,8.0810991,0,3.363242,0,82.5302955,
,"Sunshine Coast",617.475974,358.0294067,39.2004334,10.5626107,0,1.7296173,3.0601863,1028.6084613,
,"Tropical North Queensland",124.8462909,88.4670123,33.4862821,9.889157,0,0,3.0601863,258.9877937,
,"Whitsundays",73.9881667,14.1080215,12.5400845,6.6652742,0,0,3.0601863,110.3617332,
,"Queensland",1952.8965626,1659.7023654,551.0228272,156.9640924,0,39.2271033,57.6226072,4295.8346762,
,"Adelaide",141.6333769,261.8095196,127.9992552,49.7870409,0,6.4486696,0,579.1897248,
,"Adelaide Hills",9.0009987,9.6562298,5.9550873,0,0,0,0,24.6123158,
,"Barossa",15.5748668,7.1930171,4.7205078,0,0,0.7611349,0,28.2495266,
,"Clare Valley",15.5185992,13.1207753,4.9893048,5.7798925,0,0,0,39.4085718,
,"Eyre Peninsula",29.341507,27.4716449,11.4870523,7.2040552,0,1.9654029,0,74.3384982,
,"Fleurieu Peninsula",136.6186234,39.1426217,6.2493283,4.1196508,0,0,0,185.7616555,
,"Limestone Coast",93.7012361,41.7093016,28.8404651,0.3056589,0,4.9095837,0,168.8367454,
,"Murraylands",65.4831594,24.2439567,0.5891878,3.3351679,0,0.4192937,0,94.0707655,
,"Riverland",48.518312,34.4232154,12.5926155,2.5678704,0,1.9977898,0,100.0998031,
,"Yorke Peninsula",102.7254597,41.2493295,2.5054414,3.0369522,0,0,0,149.5171828,
,"Flinders Ranges and Outback",39.9403631,20.7410025,25.2329238,3.7630016,0,9.3598565,0,96.1388858,
,"Kangaroo Island",23.1901229,4.2379139,1.204059,1.8681187,0,0,0,30.5002145,
,"South Australia",665.6620123,497.901239,228.5416354,77.4170364,0,21.4806977,16.7295129,1453.3448805,
,"Experience Perth",235.5292792,308.8063084,107.0415751,53.6915159,0,3.40162,0.5595801,700.4257498,
,"Australia's Golden Outback",58.4618907,30.9533729,50.6101839,3.6386335,0,7.131973,1.5337423,151.0584579,
,"Australia's North West",29.0806147,8.9873562,35.5962677,3.4370423,0,1.4796727,1.1240598,78.6894987,
,"Australia's South West",400.5836704,159.6526687,42.9166815,8.6762175,0,3.2394108,0,602.9428092,
,"Australia's Coral Coast",93.7136174,48.086654,15.8317447,2.2508568,0,1.5541393,1.1240598,160.2321973,
,"Western Australia",774.2376738,526.1720102,242.2883713,70.9921414,0,14.6715188,15.1639443,1593.3193056,
,"Hobart and the South",241.9585648,96.1077996,49.2386117,5.7830146,0,1.9367733,0,384.261821,
,"East Coast",122.7073166,16.6346501,12.136179,1.8722959,0,11.9510533,0,164.8907007,
,"Launceston, Tamar and the North",136.509862,61.1843169,28.1599826,6.6619615,0,11.5357441,0,224.4431313,
,"North West",97.524676,56.1944094,9.4747714,0.7849743,0,0,0,163.3896433,
,"Wilderness West",56.2299968,3.5991348,6.479207,10.2782244,0,0,0,76.586563,
,"Tasmania",416.1626335,205.2594789,98.0146697,24.5954964,0,13.8878266,21.751289,697.8052501,
,"Darwin",31.1994755,16.7793607,20.7751983,3.2541739,0,0.6295401,0,72.6377485,
,"Barkly",4.348991,1.5417238,6.6659533,0,0,0.9878334,0,12.9641046,
,"Alice Springs",13.8690871,6.6578898,9.2443086,0,0,2.2823124,0,31.4240979,
,"Kakadu Arnhem",6.7113482,1.2163337,18.0578096,0,0,0,0,25.9854915,
,"Katherine Daly",11.8382644,2.2262647,6.2180273,0.3895186,0,0.4670078,1.2590802,22.398163,
,"Lasseter",10.9528295,0.7227663,4.9039378,0,0,0.5490376,0,17.1285712,
,"MacDonnell",4.2551189,0,2.1682875,1.039237,0,0,0,7.4626434,
,"Northern Territory",64.3483792,28.4215727,64.126928,4.6829295,0,4.9157313,6.0433057,161.7267281,
,"Canberra",121.8510901,232.8391168,126.867375,36.3863951,0,5.3375719,0,523.2815489,
,"ACT",121.8510901,232.8391168,126.867375,36.3863951,0,5.3375719,0,523.2815489,
"June quarter 2005","Sydney",454.8951715,653.1331977,508.9813848,101.2815113,0,4.596903,1.0314827,1703.1611447,
,"Blue Mountains",116.0735038,41.0428198,21.2907406,10.9183869,0,0,0,189.3254511,
,"Capital Country",92.0031404,95.2770952,37.6761433,13.6173377,0,5.5846796,0,243.1356857,
,"Central Coast",122.836855,119.6952958,26.2149657,5.3609041,0,1.8627952,0,275.9708158,
,"Central NSW",170.4139804,192.4553441,73.2200781,17.900744,0,13.7123309,1.0314827,465.8992171,
,"Hunter",296.649271,225.2504756,66.4328766,17.2594978,0,5.6867159,2.104526,611.3316697,
,"New England North West",124.9671001,94.0659218,73.6110924,8.5171748,0,13.7665521,2.0629654,316.9908066,
,"North Coast NSW",518.0554988,313.9671137,98.9938165,29.1226667,0,11.1305648,3.3182045,963.4260345,
,"Outback NSW",41.7045173,14.1351698,13.959535,10.7299138,0,9.7256579,1.0314827,88.151934,
,"Riverina",36.710186,113.6740343,91.0927538,3.7791725,0,12.4505798,3.1360087,260.8427351,
,"Snowy Mountains",67.1980838,25.8638856,8.6256963,3.2777248,0,0.3044428,1.0314827,106.301316,
,"South Coast",361.2735428,176.7050488,45.020855,47.4491399,0,0,4.0594625,630.0288649,
,"The Murray",110.8979615,64.5297077,28.0848861,22.5407033,0,8.4254581,2.2366507,236.7153674,
,"New South Wales",2328.4426859,2026.082646,1024.8936045,277.4337733,0,68.2773569,44.9218907,5616.2727847,
,"Melbourne",392.5334514,523.0135072,431.3380711,93.6930297,0,0.2733587,0,1431.9087535,
,"Ballarat",33.0937778,52.3659931,3.2541356,1.6694733,0,4.1172624,0,94.5006422,
,"Bendigo Loddon",43.5639525,78.8903385,19.7286872,7.6552173,0,0.5525926,0,149.5024805,
,"Central Highlands",45.7313216,26.5375058,6.4393647,3.8133927,0,0,0,82.5215848,
,"Central Murray",123.2328575,72.090057,14.1044566,3.1214728,0,1.696326,0,214.2451699,
,"Geelong and the Bellarine",97.7246274,66.8055723,23.5582499,7.9318997,0,0,0,196.0203493,
,"Gippsland",103.6974144,68.0341006,18.9908069,5.9518341,0,0,0,196.674156,
,"Goulburn",24.5714164,56.1553289,24.9018315,2.0454209,0,2.5254569,0,110.1994546,
,"Great Ocean Road",194.199913,58.1391276,36.4093366,18.039814,0,3.3751224,0,306.0482992,
,"High Country",166.2473275,65.4850924,18.363171,11.186921,0,4.4401505,1.0314827,266.7541451,
,"Lakes",76.5875993,18.7613789,23.0804019,5.3188745,0,1.6983253,0,125.4465799,
,"Macedon",15.1186164,13.0878137,13.4160003,0,0,0,0,41.6224304,
,"Mallee",85.1107071,58.0629006,31.0620742,0.7786134,0,8.7791922,2.104526,185.8980135,
,"Melbourne East",30.3111435,45.4342876,3.6611452,5.7569736,0,0,0,85.1635499,
,"Murray East",6.3316665,16.9759137,0,0,0,2.0454209,0,25.3530011,
,"Peninsula",95.8740748,74.6826641,15.510285,3.3440201,0,0,0,189.411044,
,"Phillip Island",118.6695533,27.5098161,14.6574574,0,0,0,0,160.8368268,
,"Spa Country",44.2570357,5.3961049,4.3445787,1.651637,0,0,0,55.6493563,
,"Upper Yarra",29.9603431,9.6974088,6.0507765,2.4774556,0,0,0,48.185984,
,"Western Grampians",31.6393569,28.7527089,9.7089056,0.6698412,0,0,0,70.7708126,
,"Wimmera",24.4385023,1.3075054,0,0,0,1.4150114,0,27.1610191,
,"Victoria",1703.7010835,1323.0340786,688.1676608,161.9501479,0,23.0924979,13.8804883,3848.4335099,
,"Brisbane",278.273472,472.5429288,280.5329909,85.8186651,0,7.7586823,2.104526,1117.0790158,
,"Bundaberg",38.2480378,57.5031845,5.0963545,0.3918712,0,0,0,101.239448,
,"Central Queensland",97.3902461,78.9173363,70.4278948,10.4148619,0,0,3.1360087,259.1283765,
,"Darling Downs",121.1388733,126.193652,52.626546,11.2755284,0,5.2731166,2.0629654,314.9096148,
,"Fraser Coast",56.0218841,78.604719,9.6953829,7.5567795,0,1.2136785,2.104526,155.19697,
,"Gold Coast",448.3326552,232.7306064,63.527663,14.4068959,0,0,2.0629654,760.0380754,
,"Mackay",45.7420581,24.028931,57.1419526,8.278127,0,0,3.1360087,138.3270774,
,"Northern",59.5839178,72.7662581,98.2674139,25.1097388,0,12.3671418,3.1360087,271.2304791,
,"Outback",69.2897836,41.1010019,19.2481471,8.9381891,0,10.8462087,3.1360087,141.1946538,
,"Sunshine Coast",367.9985842,276.334597,73.6410364,20.4444805,0,0,2.104526,736.296723,
,"Tropical North Queensland",183.3133821,56.1123449,47.9076358,4.5885172,0,0,1.0314827,283.501524,
,"Whitsundays",100.5493839,1.7642267,17.6896351,0,0,0,2.104526,122.1077717,
,"Queensland",1676.1161453,1433.1735319,721.0727958,192.6357625,0,35.4314431,20.0572415,3917.0792464,
,"Adelaide",120.1251157,176.1852599,73.2530124,49.2945724,0,6.4811815,3.3301214,428.6692633,
,"Adelaide Hills",7.2371547,5.799967,6.9998942,1.8917965,0,0,0,21.9288124,
,"Barossa",22.5390809,9.2520514,2.798354,0.6568301,0,0,0,35.2463164,
,"Clare Valley",15.6288829,20.0269617,6.4787945,0,0,0,0,42.1346391,
,"Eyre Peninsula",31.1928865,21.0329181,19.352078,1.670546,0,0,1.0751756,71.5802685,
,"Fleurieu Peninsula",80.484808,34.2930179,2.0676368,8.6054632,0,0,0,125.4509259,
,"Limestone Coast",39.7721993,28.8277828,15.4677019,0,0,3.6581843,1.0314827,88.1484654,
,"Murraylands",60.1718129,21.5439162,3.2372006,0,0,0.7553157,0,84.1860315,
,"Riverland",48.9299177,12.8449454,8.4626325,3.1199225,0,1.0110569,0,74.368475,
,"Yorke Peninsula",58.5377227,19.5436894,5.1907808,3.6838846,0,0,0,86.9560775,
,"Flinders Ranges and Outback",69.4617572,34.2961714,28.6547555,11.3380262,0,2.3016396,3.1797016,143.0491543,
,"Kangaroo Island",14.3445481,2.0516932,3.6198314,0,0,0,0,20.0160727,
,"South Australia",525.7074007,368.8567642,167.5667235,79.2337243,0,14.207378,14.1298306,1145.2682307,
,"Experience Perth",195.3519533,222.6664635,179.2913339,55.0805889,0,3.5441602,0,649.6533896,
,"Australia's Golden Outback",49.7141736,34.6291304,63.1861533,9.4203728,0,3.4240869,1.0751756,160.5902355,
,"Australia's North West",47.0367258,18.90543,61.009499,8.1162196,0,1.1732358,2.2484114,129.2040254,
,"Australia's South West",250.1548815,113.443918,40.4669311,15.0848946,0,0.5224938,1.0751756,418.3786082,
,"Australia's Coral Coast",103.268029,32.2243027,19.2862332,11.2874294,0,1.6957296,1.0751756,167.0067786,
,"Western Australia",605.5057644,402.3883391,340.0757894,80.6226683,0,9.1864705,11.2773117,1404.0399176,
,"Hobart and the South",94.2596739,75.5628022,51.0059023,4.2332273,0,0,0,222.1080852,
,"East Coast",49.7000671,13.2389373,8.6462008,0.5736873,0,0,0,72.1588925,
,"Launceston, Tamar and the North",82.2260568,33.1572307,27.0497661,10.6279689,0,0,0,153.0610225,
,"North West",68.5915306,17.0793602,19.374127,5.9575355,0,0,0,111.0025533,
,"Wilderness West",30.5318991,2.512052,4.275318,0,0,0,0,37.3192691,
,"Tasmania",191.3407678,130.9456293,99.2132328,21.392419,0,0,18.5811668,437.914921,
,"Darwin",65.6725229,33.2400993,44.2175335,7.5503355,0,0.2733587,1.0751756,151.156118,
,"Barkly",3.3232647,0.8611655,5.9931126,0,0,3.2578154,3.1797016,16.6150598,
,"Alice Springs",40.3196952,7.2213819,7.9536995,0.3044428,0,0.3181352,3.1797016,59.2970562,
,"Kakadu Arnhem",35.8067347,2.9486704,14.698659,0.6425554,0,0.6454498,0,54.0966195,
,"Katherine Daly",41.4638283,13.2164038,18.8168466,0.6454498,0,4.0883864,1.0751756,72.7904597,
,"Lasseter",36.7831574,4.1356438,4.2831102,4.5055147,0,0.3393802,0,50.0468063,
,"MacDonnell",6.6655544,0,4.2399977,0.9544055,0,0.297012,0,12.1569696,
,"Northern Territory",136.4263346,54.6839993,97.3134894,14.6027037,0,5.6647103,13.8716089,302.4905864,
,"Canberra",134.5084186,144.3459094,179.3503602,20.1669495,0,2.2232881,1.0314827,479.4031204,
,"ACT",134.5084186,144.3459094,179.3503602,20.1669495,0,2.2232881,1.0314827,479.4031204,
"September quarter 2005","Sydney",428.3987936,564.1824035,676.5671829,111.8581716,0,6.9592091,0.7453482,1783.8492681,
,"Blue Mountains",100.3143527,43.1648925,19.9932788,0.7334831,0,1.5173745,2.3902476,168.1136292,
,"Capital Country",38.6220452,71.2317806,34.8996875,6.2615526,0,10.1680069,1.520352,158.3406745,
,"Central Coast",92.0409163,93.5157919,13.1848302,5.6360013,0,1.3663497,0,205.7438894,
,"Central NSW",180.4292621,157.5545229,79.644004,25.7217499,0,16.3554406,8.7184846,465.8945158,
,"Hunter",230.2939488,238.8705218,69.3484733,16.6130122,0,15.086705,2.5896462,562.4063647,
,"New England North West",151.1797445,132.251318,70.7808504,21.6957799,0,20.2870822,8.6462291,395.9182848,
,"North Coast NSW",419.3722407,316.4347896,88.0592714,21.4998836,0,20.2610196,1.6946198,860.3382483,
,"Outback NSW",43.9609678,22.3769156,33.4613492,2.3770984,0,3.6455495,3.4891974,109.3110779,
,"Riverina",64.0590203,72.4801067,60.0149458,6.2915906,0,7.9640678,5.7357794,216.5455106,
,"Snowy Mountains",245.8420131,18.4533417,35.2236111,2.9656985,0,2.1145087,0,304.5991731,
,"South Coast",332.5673237,147.2371349,46.4609668,23.5588182,0,2.1378778,3.3395192,555.3016406,
,"The Murray",91.2204023,65.0015913,42.3907784,16.5397934,0,16.5923745,11.4475941,240.5130897,
,"New South Wales",2163.2632433,1833.9135822,1221.3132463,257.4921976,0,93.4766441,61.2789751,5435.6742562,
,"Melbourne",428.2250445,484.7684454,444.433814,105.6658384,0,5.8657579,3.8901702,1468.3828393,
,"Ballarat",26.212082,37.5852957,18.7054869,9.915156,0,2.2016182,0,94.6196388,
,"Bendigo Loddon",35.2790514,74.8470884,32.6119072,7.8828112,0,0,0,150.6208582,
,"Central Highlands",36.0670754,16.9624041,0,0.9394042,0,0,1.6448994,55.6137831,
,"Central Murray",78.5060248,49.9169219,9.4033171,2.7617783,0,0.7598704,0.4460546,141.7939671,
,"Geelong and the Bellarine",56.6197575,66.2959621,10.8136735,0.8350055,0,0,0,134.5643986,
,"Gippsland",79.4467351,49.7436167,39.3544124,9.0525716,0,0,3.3395192,180.936855,
,"Goulburn",9.140366,55.5459357,18.4026313,9.279694,0,1.814511,0,94.183138,
,"Great Ocean Road",135.0592488,93.821559,17.5878317,0.3341335,0,1.126604,3.9298113,251.2383835,
,"High Country",292.4539631,49.0696157,15.6065664,9.7529082,0,4.5255786,1.7521568,367.5606588,
,"Lakes",73.9207706,36.7115317,3.8287794,7.6446769,0,0,3.3395192,125.4452778,
,"Macedon",15.2379627,6.2938486,5.4929931,0,0,0,0,27.0248044,
,"Mallee",65.4485817,60.7721531,39.3138896,2.5766433,0,2.1614306,10.767563,181.0402613,
,"Melbourne East",22.6278631,23.4489209,3.5389384,2.4968944,0,0,0,52.1126168,
,"Murray East",3.2455631,8.5014942,6.8681812,3.154,0,0,0,21.7692385,
,"Peninsula",78.1724348,37.3195458,13.1419406,3.0692061,0,0,0,131.7031273,
,"Phillip Island",60.5334794,4.0868699,6.6256232,3.9638947,0,0,1.6448994,76.8547666,
,"Spa Country",51.831125,6.6372094,3.977722,2.1789671,0,0,0.7538219,65.3788454,
